iteration;exec time (1 thread);exec time (16 threads);exec time (16 threads linear);speedup;speedup (linear);efficiency;efficiency (linear);difference (1 thread);difference(16 threads)
172;7.987578;2.040041;0.499224;3.915401;16.000000;0.244713;1.000000;35340584.000000;35340588.000000
173;8.034548;2.055071;0.502159;3.909621;16.000000;0.244351;1.000000;35182544.000000;35182548.000000
174;8.083677;2.066733;0.505230;3.911330;16.000000;0.244458;1.000000;35025788.000000;35025804.000000
175;8.133184;2.079161;0.508324;3.911762;16.000000;0.244485;1.000000;34869008.000000;34869012.000000
176;8.181730;2.092668;0.511358;3.909712;16.000000;0.244357;1.000000;34713492.000000;34713496.000000
177;8.232071;2.106204;0.514504;3.908486;16.000000;0.244280;1.000000;34558760.000000;34558760.000000
178;8.280759;2.118390;0.517547;3.908987;16.000000;0.244312;1.000000;34404508.000000;34404500.000000
179;8.332597;2.131621;0.520787;3.909043;16.000000;0.244315;1.000000;34251516.000000;34251520.000000
180;8.381543;2.146544;0.523846;3.904668;16.000000;0.244042;1.000000;34099028.000000;34099040.000000
181;8.431417;2.156617;0.526964;3.909557;16.000000;0.244347;1.000000;33947364.000000;33947360.000000
182;8.484932;2.167989;0.530308;3.913733;16.000000;0.244608;1.000000;33796212.000000;33796216.000000
183;8.532941;2.182560;0.533309;3.909602;16.000000;0.244350;1.000000;33646568.000000;33646568.000000
184;8.589752;2.194825;0.536859;3.913639;16.000000;0.244602;1.000000;33497198.000000;33497200.000000
185;8.641012;2.209157;0.540063;3.911453;16.000000;0.244466;1.000000;33348542.000000;33348546.000000
186;8.699349;2.220465;0.543709;3.917805;16.000000;0.244863;1.000000;33201018.000000;33201038.000000
187;8.753161;2.234204;0.547073;3.917799;16.000000;0.244862;1.000000;33053742.000000;33053740.000000
188;8.801418;2.248652;0.550089;3.914086;16.000000;0.244630;1.000000;32907200.000000;32907200.000000
189;8.849994;2.261956;0.553125;3.912541;16.000000;0.244534;1.000000;32761748.000000;32761758.000000
190;8.894322;2.277213;0.555895;3.905793;16.000000;0.244112;1.000000;32617378.000000;32617364.000000
191;8.939560;2.290432;0.558722;3.903002;16.000000;0.243938;1.000000;32472950.000000;32472950.000000
192;9.054101;2.317333;0.565881;3.907122;16.000000;0.244195;1.000000;32329774.000000;32329788.000000
193;9.144256;2.337947;0.571516;3.911233;16.000000;0.244452;1.000000;32187276.000000;32187280.000000
194;9.199341;2.360643;0.574959;3.896965;16.000000;0.243560;1.000000;32045264.000000;32045268.000000
195;9.243368;2.372262;0.577711;3.896437;16.000000;0.243527;1.000000;31904036.000000;31904044.000000
196;9.289092;2.382702;0.580568;3.898555;16.000000;0.243660;1.000000;31763628.000000;31763628.000000
