iteration;exec time (1 thread);exec time (2 threads);exec time (2 threads linear);speedup;speedup (linear);efficiency;efficiency (linear);difference (1 thread);difference(2 threads)
178;7.906380;4.075052;3.953190;1.940191;2.000000;0.970096;1.000000;34404508.000000;34404508.000000
179;7.949355;4.095769;3.974677;1.940870;2.000000;0.970435;1.000000;34251516.000000;34251524.000000
180;7.992381;4.117459;3.996191;1.941095;2.000000;0.970548;1.000000;34099028.000000;34099040.000000
181;8.034124;4.139005;4.017062;1.941076;2.000000;0.970538;1.000000;33947364.000000;33947360.000000
182;8.077448;4.160866;4.038724;1.941290;2.000000;0.970645;1.000000;33796212.000000;33796216.000000
183;8.122180;4.186036;4.061090;1.940304;2.000000;0.970152;1.000000;33646568.000000;33646576.000000
184;8.166158;4.207347;4.083079;1.940928;2.000000;0.970464;1.000000;33497198.000000;33497200.000000
185;8.209180;4.229135;4.104590;1.941101;2.000000;0.970551;1.000000;33348542.000000;33348544.000000
186;8.257271;4.266713;4.128636;1.935277;2.000000;0.967638;1.000000;33201018.000000;33201018.000000
187;8.305454;4.303305;4.152727;1.930018;2.000000;0.965009;1.000000;33053742.000000;33053746.000000
188;8.351173;4.340476;4.175587;1.924023;2.000000;0.962011;1.000000;32907200.000000;32907200.000000
189;8.400464;4.377436;4.200232;1.919038;2.000000;0.959519;1.000000;32761748.000000;32761748.000000
190;8.443892;4.410377;4.221946;1.914551;2.000000;0.957276;1.000000;32617378.000000;32617376.000000
191;8.487982;4.433087;4.243991;1.914689;2.000000;0.957344;1.000000;32472950.000000;32472952.000000
192;8.531249;4.454741;4.265624;1.915094;2.000000;0.957547;1.000000;32329774.000000;32329772.000000
193;8.575758;4.477398;4.287879;1.915344;2.000000;0.957672;1.000000;32187276.000000;32187274.000000
194;8.619406;4.498599;4.309703;1.916020;2.000000;0.958010;1.000000;32045264.000000;32045264.000000
195;8.665320;4.519321;4.332660;1.917394;2.000000;0.958697;1.000000;31904036.000000;31904036.000000
196;8.709200;4.541151;4.354600;1.917840;2.000000;0.958920;1.000000;31763628.000000;31763630.000000
197;8.755497;4.562011;4.377748;1.919219;2.000000;0.959609;1.000000;31623992.000000;31623992.000000
198;8.799117;4.582994;4.399558;1.919950;2.000000;0.959975;1.000000;31485022.000000;31485020.000000
199;8.844376;4.604148;4.422188;1.920958;2.000000;0.960479;1.000000;31346756.000000;31346756.000000
200;8.887933;4.625117;4.443967;1.921667;2.000000;0.960833;1.000000;31209298.000000;31209300.000000
201;8.932532;4.646235;4.466266;1.922531;2.000000;0.961266;1.000000;31072380.000000;31072380.000000
202;8.976078;4.667463;4.488039;1.923117;2.000000;0.961559;1.000000;30936092.000000;30936092.000000
203;9.020026;4.689094;4.510013;1.923618;2.000000;0.961809;1.000000;30800848.000000;30800848.000000
204;9.062233;4.710207;4.531117;1.923957;2.000000;0.961978;1.000000;30665896.000000;30665896.000000
205;9.105592;4.732693;4.552796;1.923977;2.000000;0.961989;1.000000;30531778.000000;30531776.000000
206;9.147814;4.757144;4.573907;1.922963;2.000000;0.961482;1.000000;30398436.000000;30398438.000000
207;9.190673;4.779226;4.595337;1.923046;2.000000;0.961523;1.000000;30265474.000000;30265474.000000
208;9.232441;4.803144;4.616220;1.922166;2.000000;0.961083;1.000000;30133568.000000;30133568.000000
209;9.275407;4.825432;4.637704;1.922192;2.000000;0.961096;1.000000;30002212.000000;30002212.000000
210;9.316892;4.848049;4.658446;1.921782;2.000000;0.960891;1.000000;29871164.000000;29871164.000000
211;9.359005;4.869929;4.679502;1.921795;2.000000;0.960897;1.000000;29741224.000000;29741224.000000
212;9.400141;4.892013;4.700071;1.921528;2.000000;0.960764;1.000000;29612132.000000;29612132.000000
213;9.441937;4.914440;4.720968;1.921264;2.000000;0.960632;1.000000;29483054.000000;29483056.000000
214;9.483752;4.938845;4.741876;1.920237;2.000000;0.960118;1.000000;29355188.000000;29355190.000000
215;9.524992;4.961595;4.762496;1.919744;2.000000;0.959872;1.000000;29227772.000000;29227774.000000
216;9.567624;4.983549;4.783812;1.919841;2.000000;0.959921;1.000000;29100962.000000;29100960.000000
217;9.610504;5.004847;4.805252;1.920239;2.000000;0.960120;1.000000;28974806.000000;28974808.000000
218;9.653435;5.026198;4.826718;1.920624;2.000000;0.960312;1.000000;28849212.000000;28849214.000000
219;9.697851;5.046994;4.848926;1.921510;2.000000;0.960755;1.000000;28724154.000000;28724154.000000
220;9.740041;5.068121;4.870021;1.921825;2.000000;0.960912;1.000000;28600220.000000;28600218.000000
221;9.782340;5.089724;4.891170;1.921978;2.000000;0.960989;1.000000;28476400.000000;28476400.000000
222;9.824207;5.111709;4.912104;1.921903;2.000000;0.960951;1.000000;28353390.000000;28353388.000000
223;9.866335;5.133298;4.933167;1.922026;2.000000;0.961013;1.000000;28230768.000000;28230770.000000
224;9.908224;5.155055;4.954112;1.922040;2.000000;0.961020;1.000000;28108998.000000;28109000.000000
225;9.950561;5.176482;4.975281;1.922263;2.000000;0.961132;1.000000;27987788.000000;27987788.000000
226;9.992274;5.199766;4.996137;1.921678;2.000000;0.960839;1.000000;27867210.000000;27867210.000000
227;10.034937;5.222016;5.017468;1.921660;2.000000;0.960830;1.000000;27747210.000000;27747210.000000
228;10.076575;5.244493;5.038287;1.921363;2.000000;0.960681;1.000000;27627804.000000;27627804.000000
229;10.119215;5.265888;5.059608;1.921654;2.000000;0.960827;1.000000;27509016.000000;27509016.000000
230;10.162008;5.287845;5.081004;1.921767;2.000000;0.960884;1.000000;27390880.000000;27390880.000000
231;10.206306;5.309237;5.103153;1.922368;2.000000;0.961184;1.000000;27273278.000000;27273278.000000
232;10.249558;5.330704;5.124779;1.922740;2.000000;0.961370;1.000000;27156388.000000;27156388.000000
233;10.292637;5.352296;5.146318;1.923032;2.000000;0.961516;1.000000;27040030.000000;27040030.000000
234;10.335908;5.373467;5.167954;1.923508;2.000000;0.961754;1.000000;26923988.000000;26923988.000000
235;10.379964;5.394641;5.189982;1.924125;2.000000;0.962063;1.000000;26809140.000000;26809140.000000
236;10.425978;5.416030;5.212989;1.925022;2.000000;0.962511;1.000000;26694436.000000;26694436.000000
237;10.470635;5.436906;5.235317;1.925844;2.000000;0.962922;1.000000;26580012.000000;26580014.000000
238;10.513328;5.458424;5.256664;1.926074;2.000000;0.963037;1.000000;26466492.000000;26466492.000000
239;10.556196;5.480232;5.278098;1.926232;2.000000;0.963116;1.000000;26353582.000000;26353586.000000
240;10.599497;5.503044;5.299749;1.926115;2.000000;0.963058;1.000000;26241342.000000;26241344.000000
241;10.643162;5.525322;5.321581;1.926252;2.000000;0.963126;1.000000;26129450.000000;26129450.000000
